region,useCard,dCard,income,education,age,age2,dPhone
1,1,1,6.5,0,36,1296,1
1,2,1,4.333333333,0,21,441,1
1,1,1,15,0,35,1225,1
1,2,1,NA,0,59,3481,0
1,4,1,65,1,35,1225,1
1,0,0,13,1,38,1444,1
1,0,0,17,0,36,1296,1
1,3,1,11.2,1,28,784,1
1,1,1,5.2,0,51,2601,0
1,3,1,12.13333333,1,27,729,1
1,6,1,0,0,31,961,1
1,0,0,0,0,30,900,1
1,2,1,12,1,29,841,1
1,0,0,0,0,65,4225,0
1,0,0,6.933333333,0,55,3025,1
4,1,1,15,1,34,1156,1
4,2,1,14,1,39,1521,1
4,4,1,20,1,73,5329,1
4,5,1,NA,1,50,2500,1
4,0,0,6,1,44,1936,1
4,0,0,0,1,57,3249,1
4,1,1,0,0,68,4624,1
4,1,1,6,1,32,1024,1
4,0,0,10,1,25,625,1
4,0,0,0,0,36,1296,1
4,1,1,10,1,32,1024,1
4,1,1,0,0,55,3025,1
4,3,1,30,1,47,2209,1
4,0,0,19,1,50,2500,1
4,0,0,NA,1,39,1521,1
4,1,1,7,1,62,3844,1
4,0,0,1.6,1,64,4096,1
4,30,1,60,1,33,1089,1
4,3,1,0,1,72,5184,1
4,1,1,4,0,39,1521,1
4,0,0,2.6,1,47,2209,1
4,1,1,0,0,63,3969,0
4,0,0,0,0,55,3025,1
4,1,1,10,0,25,625,1
4,0,0,NA,1,27,729,1
4,3,1,NA,0,49,2401,1
4,1,1,NA,1,80,6400,1
4,10,1,NA,1,57,3249,1
4,4,1,0,0,64,4096,0
4,2,1,18,1,49,2401,1
4,4,1,NA,0,64,4096,1
4,3,1,0,1,60,3600,1
4,4,1,10,1,24,576,1
4,1,1,15,1,40,1600,1
4,1,1,4.333333333,0,31,961,1
4,0,0,7.5,0,48,2304,1
4,5,1,NA,1,53,2809,1
4,1,1,12.13333333,1,48,2304,1
4,0,0,16,1,45,2025,1
4,1,1,8,1,49,2401,1
4,1,1,8,1,40,1600,1
4,0,0,7,0,29,841,1
4,30,1,10,1,30,900,1
4,2,1,10,1,22,484,1
4,1,1,15,1,32,1024,1
4,3,1,23,1,61,3721,1
4,1,1,6.5,0,39,1521,1
4,4,1,4,0,42,1764,1
4,0,0,8.666666667,1,57,3249,1
4,2,1,12,0,55,3025,1
4,1,1,0,1,70,4900,1
4,8,1,32,1,38,1444,1
4,1,1,6,0,44,1936,1
4,6,1,15,1,37,1369,1
4,1,1,12,0,31,961,1
4,1,1,8.666666667,0,54,2916,1
4,0,0,9.5,1,41,1681,1
4,0,0,8,1,39,1521,1
4,1,1,12,1,29,841,1
4,0,0,0,1,70,4900,1
4,0,0,3.033333333,0,31,961,1
4,1,1,15,1,36,1296,1
4,5,1,8,1,41,1681,1
4,1,1,1.516666667,1,21,441,1
4,1,1,15,1,29,841,1
4,0,0,5.2,0,21,441,1
4,2,1,0,0,52,2704,1
4,1,1,20,1,45,2025,1
4,0,0,6,0,24,576,1
4,0,0,80,1,37,1369,1
4,3,1,9,1,38,1444,1
4,0,0,21.66666667,0,63,3969,1
4,0,0,4.333333333,0,35,1225,1
4,0,0,6.5,0,25,625,1
4,1,1,13,0,32,1024,1
4,2,1,20,1,35,1225,1
4,1,1,13,1,29,841,1
4,1,1,15,1,60,3600,1
4,2,1,0,0,63,3969,1
4,0,0,5,1,24,576,1
4,0,0,0,0,37,1369,1
4,0,0,2.6,0,47,2209,1
4,0,0,0,1,72,5184,1
4,0,0,NA,0,26,676,0
4,0,0,12,1,35,1225,1
4,2,1,6.5,1,37,1369,1
4,0,0,0.03,1,41,1681,1
4,1,1,4,0,32,1024,1
4,0,0,7,1,38,1444,0
4,1,1,7,0,34,1156,1
4,0,0,0,0,66,4356,1
4,0,0,1.95,0,66,4356,0
4,1,1,8,0,59,3481,1
4,6,1,8,0,33,1089,1
4,0,0,15,0,37,1369,1
4,30,1,25,1,39,1521,1
4,0,0,NA,1,55,3025,1
4,5,1,25,1,64,4096,1
4,0,0,NA,0,45,2025,1
4,15,1,0,1,28,784,1
4,10,1,NA,1,51,2601,1
4,0,0,NA,1,37,1369,1
4,3,1,NA,1,55,3025,1
4,3,1,6,0,47,2209,0
4,2,1,0,1,58,3364,1
4,0,0,NA,0,46,2116,1
4,0,0,8,1,31,961,1
4,0,0,NA,1,49,2401,1
4,0,0,0,0,47,2209,1
4,0,0,4.55,0,18,324,1
4,5,1,10,1,37,1369,1
4,2,1,18,1,33,1089,1
4,2,1,10,1,42,1764,1
4,3,1,0,1,50,2500,1
4,0,0,0,0,66,4356,1
4,0,0,5.2,1,56,3136,1
4,2,1,12,1,47,2209,1
4,20,1,NA,1,34,1156,1
4,1,1,0,0,67,4489,1
4,2,1,NA,0,51,2601,1
4,15,1,15,1,28,784,1
4,0,0,25,1,61,3721,1
4,0,0,0,0,80,6400,0
4,1,1,0,0,62,3844,1
4,0,0,0,0,45,2025,1
4,1,1,NA,1,56,3136,1
4,1,1,18,1,28,784,1
4,0,0,6,0,50,2500,1
4,10,1,NA,1,45,2025,1
4,0,0,0,1,50,2500,1
4,0,0,28,1,30,900,1
4,4,1,10,1,45,2025,1
4,0,0,NA,1,63,3969,1
4,1,1,0,1,66,4356,0
4,2,1,NA,1,35,1225,1
4,0,0,NA,1,38,1444,1
4,0,0,30,1,30,900,1
4,2,1,17,1,45,2025,1
4,0,0,0,1,35,1225,1
4,3,1,NA,1,55,3025,1
4,10,1,50,1,31,961,1
4,2,1,NA,1,44,1936,1
4,2,1,NA,1,61,3721,1
4,1,1,0,0,74,5476,1
4,15,1,30,1,42,1764,1
4,60,1,NA,1,41,1681,1
4,0,0,NA,1,29,841,1
4,10,1,30,1,32,1024,1
4,3,1,NA,1,33,1089,1
4,0,0,NA,1,34,1156,1
4,0,0,0,0,71,5041,0
4,5,1,NA,1,52,2704,1
4,0,0,NA,1,31,961,1
4,0,0,NA,1,30,900,1
4,3,1,12,1,42,1764,1
4,0,0,NA,1,56,3136,1
4,10,1,5,1,26,676,1
4,0,0,0,1,70,4900,1
4,0,0,10,1,29,841,1
4,0,0,16,1,30,900,1
4,0,0,NA,1,42,1764,1
4,0,0,8,1,31,961,1
4,0,0,NA,1,53,2809,1
4,0,0,0,1,82,6724,1
4,0,0,6.5,0,33,1089,1
4,4,1,NA,1,54,2916,1
4,4,1,20,1,29,841,1
4,1,1,13,1,23,529,1
4,1,1,16,1,65,4225,1
4,0,0,0,0,65,4225,1
4,2,1,0,1,66,4356,1
4,1,1,8,1,34,1156,1
4,5,1,20,1,36,1296,1
4,0,0,0,0,70,4900,0
4,4,1,12,1,62,3844,1
4,0,0,20,0,51,2601,1
4,10,1,10,1,32,1024,1
4,30,1,10,1,27,729,1
4,5,1,25,0,72,5184,1
4,2,1,15,1,42,1764,1
4,2,1,NA,1,34,1156,1
4,1,1,NA,1,33,1089,1
4,2,1,8,0,30,900,1
4,0,0,6,1,30,900,1
4,8,1,8,1,47,2209,1
4,0,0,5,1,22,484,1
4,2,1,NA,0,42,1764,1
4,0,0,20,0,39,1521,1
4,0,0,32,1,43,1849,1
4,0,0,NA,0,50,2500,1
4,2,1,8,0,39,1521,1
4,0,0,10,0,37,1369,1
4,0,0,NA,0,60,3600,1
4,0,0,6,1,52,2704,1
4,2,1,5,0,37,1369,1
4,0,0,10.83333333,1,26,676,1
4,0,0,0,0,44,1936,1
4,0,0,0,1,66,4356,1
4,0,0,0,0,62,3844,1
4,2,1,20,1,42,1764,1
4,2,1,2,0,71,5041,1
4,1,1,0,0,48,2304,1
4,0,0,6,0,53,2809,1
4,2,1,15,1,30,900,1
4,6,1,12,1,30,900,1
4,0,0,4,0,41,1681,1
4,0,0,NA,0,50,2500,1
4,0,0,0,0,70,4900,0
4,0,0,NA,0,59,3481,1
4,3,1,18,0,35,1225,1
4,20,1,24,1,29,841,1
4,1,1,0.433333333,0,55,3025,1
4,35,1,10,1,32,1024,1
4,5,1,0,1,71,5041,1
4,2,1,0,1,71,5041,1
4,5,1,40,1,40,1600,1
4,10,1,20,1,28,784,1
4,4,1,12,1,57,3249,1
4,10,1,NA,1,47,2209,1
4,3,1,50,1,58,3364,1
4,8,1,NA,1,52,2704,1
4,15,1,NA,1,27,729,1
4,15,1,34,1,32,1024,1
4,0,0,5.2,0,62,3844,1
1,1,1,10,1,36,1296,1
1,30,1,40,0,52,2704,1
1,1,1,0,0,25,625,1
1,1,1,15,1,30,900,1
1,0,0,0,0,76,5776,1
1,0,0,0,0,27,729,1
1,0,0,12,1,63,3969,1
1,3,1,0,1,24,576,1
1,0,0,0,0,39,1521,1
1,0,0,6.5,1,24,576,1
1,0,0,8.666666667,1,26,676,1
1,0,0,7.8,0,31,961,1
1,0,0,0,0,79,6241,1
1,2,1,5.633333333,0,18,324,1
1,0,0,0,0,75,5625,0
1,0,0,0,0,81,6561,1
1,0,0,0,0,55,3025,1
1,30,1,30,1,50,2500,1
1,6,1,30,1,64,4096,1
1,1,1,20,1,34,1156,1
1,0,0,7,0,35,1225,1
1,1,1,0,0,62,3844,1
1,0,0,8.666666667,0,22,484,1
1,0,0,5.416666667,0,21,441,1
1,1,1,13,0,39,1521,1
1,2,1,6,1,38,1444,1
1,0,0,14,0,22,484,1
1,1,1,0,1,25,625,1
1,0,0,4.766666667,0,66,4356,0
1,1,1,8,1,35,1225,1
1,8,1,0,1,61,3721,1
1,3,1,5.85,0,32,1024,1
1,0,0,6,0,32,1024,1
1,0,0,NA,1,36,1296,1
1,0,0,10,1,57,3249,1
1,0,0,0,0,65,4225,0
1,0,0,7.366666667,0,27,729,1
1,0,0,4.333333333,0,21,441,1
1,0,0,10,1,51,2601,1
1,2,1,56,1,39,1521,1
1,1,1,10.83333333,0,40,1600,1
1,0,0,6.5,1,36,1296,1
1,0,0,5.2,0,28,784,1
1,0,0,9,0,54,2916,1
1,0,0,9,1,32,1024,1
1,1,1,19,1,37,1369,1
1,0,0,12,1,46,2116,1
1,2,1,0,0,57,3249,1
1,1,1,17,1,26,676,1
1,1,1,0,1,20,400,1
1,2,1,0,1,63,3969,1
1,0,0,0,1,68,4624,1
1,5,1,10,1,48,2304,1
1,5,1,6,1,42,1764,1
1,0,0,20,1,47,2209,1
1,0,0,0,0,41,1681,1
1,0,0,6.066666667,1,21,441,1
1,2,1,12,1,25,625,1
1,0,0,0,0,63,3969,1
1,0,0,0,1,63,3969,1
1,10,1,20,1,55,3025,1
1,1,1,10,1,27,729,1
1,0,0,3.466666667,0,49,2401,0
1,1,1,0,0,27,729,1
1,0,0,0,0,72,5184,1
1,6,1,13,1,64,4096,1
1,1,1,20,1,36,1296,1
1,5,1,28,1,36,1296,1
1,1,1,8.666666667,1,19,361,1
1,0,0,9.966666667,1,32,1024,1
1,1,1,0,0,37,1369,1
1,0,0,13,1,29,841,1
1,0,0,9,0,50,2500,0
1,0,0,0,0,63,3969,0
1,1,1,0,1,24,576,1
1,4,1,6.5,0,46,2116,1
1,0,0,0,0,46,2116,1
1,0,0,2.6,0,36,1296,1
1,2,1,9,1,34,1156,1
1,0,0,4,0,33,1089,1
1,1,1,9.533333333,0,28,784,0
1,0,0,0,0,25,625,1
1,0,0,17.33333333,0,23,529,1
1,7,1,14,0,34,1156,1
1,0,0,5.2,0,46,2116,1
1,1,1,5.2,0,29,841,1
1,1,1,8.666666667,0,32,1024,1
1,0,0,5.6,0,23,529,1
1,20,1,14,0,28,784,1
1,1,1,10,1,28,784,1
1,0,0,10.83333333,0,30,900,1
1,1,1,5.85,0,18,324,1
1,0,0,0,0,29,841,1
1,0,0,5.161,0,19,361,1
1,0,0,4.766666667,0,33,1089,1
1,0,0,8,1,38,1444,1
1,2,1,5.2,0,48,2304,0
1,3,1,0,0,43,1849,1
1,0,0,3.033333333,0,31,961,1
1,0,0,0,0,71,5041,1
1,0,0,0,0,36,1296,0
1,0,0,8.666666667,0,40,1600,0
1,0,0,15,1,76,5776,1
1,0,0,0,0,66,4356,0
1,0,0,0,0,36,1296,1
1,0,0,8.233333333,0,28,784,1
1,0,0,6.5,0,63,3969,1
1,4,1,5.633333333,0,47,2209,1
1,0,0,0,0,62,3844,0
1,0,0,13,0,31,961,1
1,0,0,NA,0,59,3481,0
1,1,1,1.3,0,44,1936,1
1,0,0,4.166666667,0,70,4900,0
1,0,0,0,0,64,4096,0
1,0,0,0,0,49,2401,1
1,1,1,0,0,19,361,1
1,1,1,0,0,70,4900,1
1,0,0,6.5,0,32,1024,1
1,0,0,0,0,43,1849,1
1,0,0,0,0,50,2500,1
1,0,0,4.333333333,0,33,1089,1
1,0,0,5.2,0,36,1296,1
1,10,1,0,0,85,7225,1
1,5,1,6.3,1,63,3969,1
1,0,0,5,0,41,1681,1
1,0,0,0,0,53,2809,0
1,0,0,9.966666667,0,39,1521,0
1,0,0,0,0,63,3969,1
1,2,1,6.066666667,0,27,729,1
1,0,0,5.2,0,51,2601,0
1,2,1,4.333333333,0,48,2304,1
1,0,0,11.26666667,0,23,529,1
1,1,1,8.666666667,0,27,729,1
1,0,0,12,1,50,2500,1
1,1,1,2,0,25,625,1
1,0,0,0,0,38,1444,1
1,0,0,NA,0,52,2704,1
1,0,0,0,0,41,1681,0
1,0,0,0,0,44,1936,1
1,0,0,NA,0,40,1600,1
3,1,1,NA,0,36,1296,1
3,1,1,NA,1,37,1369,1
3,2,1,15,1,28,784,1
3,0,0,0,1,39,1521,1
3,0,0,7,0,34,1156,1
3,2,1,0,0,24,576,1
3,0,0,7.8,0,24,576,1
3,1,1,6.5,1,33,1089,1
3,28,1,15,1,23,529,1
3,2,1,5.4,0,50,2500,0
3,0,0,10.83333333,1,61,3721,1
3,0,0,28,1,46,2116,1
3,0,0,7.8,0,36,1296,1
3,10,1,8,0,56,3136,1
3,1,1,10,1,31,961,1
3,0,0,7.626666667,0,24,576,1
3,0,0,1.3,0,38,1444,1
3,0,0,7.366666667,0,32,1024,0
3,2,1,0,1,25,625,1
3,2,1,15,1,38,1444,1
3,0,0,9.533333333,0,49,2401,1
3,0,0,8.666666667,0,32,1024,0
3,2,1,NA,1,24,576,1
3,30,1,40,0,44,1936,1
3,3,1,NA,1,57,3249,1
3,0,0,0,0,25,625,1
3,2,1,40,1,34,1156,1
3,0,0,0,1,27,729,1
3,40,1,10,1,25,625,1
3,10,1,15,1,53,2809,1
3,0,0,10,1,37,1369,0
3,3,1,3.5,0,40,1600,1
3,1,1,6.5,0,30,900,1
3,0,0,4.333333333,1,19,361,1
3,0,0,NA,0,30,900,1
3,0,0,0,1,70,4900,1
3,8,1,5,1,34,1156,1
3,0,0,10.83333333,1,25,625,1
3,1,1,10,0,57,3249,1
3,1,1,8.233333333,0,37,1369,1
3,0,0,15.8,0,33,1089,1
3,4,1,4.766666667,0,27,729,1
3,2,1,5,1,23,529,1
3,6,1,10.2,1,45,2025,1
3,2,1,12,0,28,784,1
3,0,0,0,1,20,400,1
3,2,1,8.666666667,0,34,1156,1
3,0,0,10,0,36,1296,0
3,2,1,3.466666667,1,20,400,1
3,0,0,0,0,23,529,1
3,1,1,10.83333333,0,45,2025,1
3,0,0,40,1,48,2304,1
3,2,1,0,0,30,900,1
3,0,0,8.666666667,0,34,1156,1
3,0,0,NA,0,50,2500,0
3,1,1,NA,0,32,1024,1
3,0,0,8,1,39,1521,1
3,0,0,0,0,34,1156,1
3,0,0,0,0,24,576,1
3,1,1,17.33333333,1,30,900,1
3,0,0,NA,0,39,1521,1
3,1,1,0,1,34,1156,1
3,0,0,3.033333333,0,32,1024,1
3,0,0,6.5,0,34,1156,1
3,0,0,0,0,23,529,1
3,0,0,9.1,0,31,961,1
6,3,1,0,1,42,1764,1
6,0,0,NA,0,65,4225,1
6,1,1,8,0,42,1764,1
6,0,0,4,0,28,784,1
6,0,0,0,0,33,1089,1
6,2,1,9,0,34,1156,1
6,2,1,4,0,18,324,1
6,0,0,0,1,62,3844,1
6,1,1,0,0,65,4225,1
6,4,1,6.5,1,64,4096,1
6,0,0,0,0,56,3136,0
6,1,1,0,0,68,4624,0
6,1,1,6.5,0,26,676,0
6,0,0,0,0,49,2401,1
6,0,0,3.9,0,40,1600,1
6,1,1,0,0,56,3136,0
6,5,1,24,1,34,1156,1
6,1,1,4.333333333,0,41,1681,1
6,1,1,10,1,48,2304,1
6,0,0,8,0,38,1444,1
6,2,1,0,0,24,576,1
6,1,1,0,1,32,1024,1
6,2,1,9.8,1,37,1369,1
6,0,0,6,1,56,3136,1
6,0,0,7,1,35,1225,1
6,0,0,3.9,0,31,961,0
6,0,0,4,0,55,3025,1
6,3,1,15,1,61,3721,1
6,6,1,30,1,62,3844,1
6,0,0,10,1,30,900,1
6,1,1,5.6,0,24,576,1
6,1,1,10,1,41,1681,1
6,0,0,0,1,42,1764,1
6,1,1,6.5,0,61,3721,1
6,1,1,NA,0,62,3844,1
6,0,0,0,1,40,1600,1
6,0,0,4,1,62,3844,1
6,15,1,8,1,31,961,1
6,0,0,6.5,0,32,1024,1
6,1,1,0,0,36,1296,1
6,1,1,8.666666667,0,98,9604,1
6,1,1,0,0,44,1936,1
6,1,1,5.416666667,0,25,625,1
6,1,1,0,0,49,2401,1
6,0,0,2.166666667,0,51,2601,0
6,2,1,0,0,20,400,1
6,1,1,4.333333333,0,64,4096,0
6,1,1,NA,1,29,841,1
6,1,1,9,1,46,2116,1
6,0,0,0,0,22,484,1
6,0,0,12,1,36,1296,1
6,0,0,NA,0,58,3364,1
6,3,1,20,0,46,2116,1
6,0,0,8,0,52,2704,0
6,0,0,3,0,27,729,1
6,2,1,5.2,0,38,1444,1
6,2,1,6.5,0,45,2025,1
6,4,1,0,1,51,2601,1
6,0,0,0,0,24,576,1
5,1,1,6.5,0,28,784,1
5,2,1,0,1,54,2916,1
5,2,1,15,1,63,3969,1
5,10,1,30,1,34,1156,1
5,2,1,0,1,65,4225,1
5,0,0,4.333333333,0,35,1225,1
5,0,0,4,0,24,576,1
5,10,1,70,1,42,1764,1
5,0,0,10,1,26,676,1
5,3,1,20,1,49,2401,1
5,0,0,7,0,54,2916,1
5,1,1,7,0,34,1156,1
5,0,0,0,0,30,900,1
5,1,1,30,1,39,1521,1
5,0,0,0,0,20,400,1
5,0,0,5.2,0,49,2401,1
5,5,1,3.466666667,0,40,1600,1
5,0,0,3.9,0,20,400,1
5,0,0,15,1,45,2025,1
5,2,1,30,0,27,729,1
5,0,0,0,1,30,900,1
5,5,1,0,1,60,3600,1
5,0,0,7.6,1,35,1225,1
5,2,1,4.766666667,1,21,441,1
5,1,1,0,1,32,1024,1
5,10,1,14,1,45,2025,1
5,1,1,12,1,50,2500,1
5,1,1,0,0,21,441,1
5,4,1,14,1,42,1764,1
5,2,1,13,0,21,441,1
5,4,1,21.66666667,0,47,2209,1
5,0,0,10,1,33,1089,1
5,0,0,0,0,53,2809,1
5,30,1,30,0,36,1296,1
5,0,0,9,0,55,3025,1
5,0,0,9,1,49,2401,1
5,2,1,7.6,0,44,1936,1
5,2,1,16,1,28,784,1
5,0,0,6.066666667,0,38,1444,1
5,0,0,0,0,60,3600,1
5,0,0,1.3,0,42,1764,1
5,0,0,NA,1,35,1225,1
5,2,1,15,1,36,1296,1
5,1,1,6.5,0,33,1089,1
5,1,1,5,1,28,784,1
5,1,1,6.5,1,39,1521,1
5,1,1,8,1,35,1225,1
5,1,1,NA,0,50,2500,1
5,0,0,4.333333333,0,40,1600,0
5,0,0,0,0,56,3136,0
5,0,0,8,0,48,2304,1
5,1,1,6.5,1,32,1024,1
5,1,1,7.8,0,56,3136,1
5,0,0,7.8,1,26,676,1
5,1,1,0,0,45,2025,1
5,10,1,20,0,46,2116,1
5,1,1,13,0,39,1521,1
5,0,0,8.666666667,0,27,729,1
5,0,0,0,0,43,1849,0
5,0,0,0,0,62,3844,1
5,1,1,6,1,41,1681,1
5,0,0,3,0,57,3249,1
5,1,1,13,0,38,1444,1
5,4,1,NA,0,47,2209,1
5,1,1,14,1,47,2209,1
5,0,0,2.166666667,0,40,1600,0
5,1,1,10.83333333,0,33,1089,1
5,1,1,4.333333333,0,44,1936,0
5,10,1,15.16666667,0,49,2401,1
5,4,1,0,0,28,784,1
5,1,1,0,0,37,1369,1
5,0,0,0,0,44,1936,1
5,0,0,6.933333333,0,43,1849,1
5,0,0,0,0,32,1024,1
5,0,0,0,0,51,2601,1
5,0,0,1.95,0,49,2401,0
5,0,0,0,0,63,3969,0
5,1,1,3.9,0,27,729,1
5,0,0,3.466666667,0,39,1521,0
5,0,0,0,0,20,400,1
5,0,0,0,0,40,1600,1
5,1,1,8,1,35,1225,1
5,1,1,0,0,49,2401,0
5,1,1,2.166666667,0,60,3600,0
5,0,0,NA,0,41,1681,1
5,3,1,NA,0,43,1849,0
5,0,0,0,0,21,441,1
5,0,0,0,0,32,1024,1
3,1,1,0,0,40,1600,1
3,0,0,0,0,72,5184,0
3,1,1,10,1,30,900,1
3,2,1,14,1,51,2601,1
3,0,0,10.83333333,0,50,2500,1
3,0,0,4,0,27,729,1
3,0,0,34,1,29,841,1
3,0,0,0,0,63,3969,1
3,0,0,0,0,33,1089,1
3,0,0,8.666666667,0,52,2704,1
3,2,1,0,1,27,729,1
3,0,0,8.666666667,0,52,2704,1
3,0,0,10.83333333,0,55,3025,1
3,0,0,7,0,40,1600,1
3,0,0,9.2,1,39,1521,1
3,3,1,0,1,58,3364,1
3,4,1,12,1,39,1521,1
3,2,1,14,1,27,729,1
3,2,1,9,0,41,1681,1
3,3,1,4.2,0,18,324,1
3,0,0,6.933333333,0,27,729,1
3,0,0,25,1,35,1225,1
3,10,1,10,1,30,900,1
3,1,1,8,1,22,484,0
3,5,1,60,1,36,1296,1
3,1,1,8.666666667,0,59,3481,1
3,1,1,5.2,1,22,484,1
3,1,1,6.5,0,45,2025,1
3,2,1,10,1,42,1764,1
3,1,1,0,0,24,576,1
3,0,0,15.16666667,0,38,1444,1
3,2,1,13,0,36,1296,1
3,0,0,0,0,48,2304,1
3,20,1,12,1,35,1225,1
3,0,0,0,0,62,3844,0
3,4,1,12,1,33,1089,1
3,4,1,0.429,1,38,1444,1
3,4,1,0.429,1,33,1089,1
3,2,1,NA,1,28,784,1
3,2,1,NA,0,98,9604,1
3,5,1,15,1,40,1600,1
3,8,1,0.429,1,42,1764,1
3,0,0,0,0,82,6724,1
3,8,1,36,1,55,3025,1
3,1,1,0,1,59,3481,1
3,6,1,12,1,38,1444,1
3,4,1,40,1,31,961,1
3,2,1,8.666666667,0,28,784,1
3,5,1,10.83333333,1,42,1764,1
3,0,0,6.5,0,20,400,1
3,8,1,60,1,32,1024,1
3,2,1,0,1,68,4624,1
3,4,1,65,1,62,3844,1
3,10,1,0,1,36,1296,1
3,0,0,6.5,0,73,5329,1
3,2,1,0,0,32,1024,1
3,2,1,6.5,1,27,729,1
3,8,1,0,0,48,2304,1
3,3,1,43.33333333,1,41,1681,1
3,0,0,0,0,49,2401,0
3,0,0,5.221666667,0,20,400,1
3,0,0,5.633333333,0,22,484,1
3,0,0,9,0,26,676,0
3,0,0,10,1,43,1849,1
3,0,0,0,0,22,484,1
3,2,1,4.333333333,0,33,1089,1
3,2,1,50,1,43,1849,1
3,1,1,9,1,47,2209,1
3,2,1,47.66666667,0,44,1936,1
3,1,1,8,1,29,841,1
3,2,1,6,0,19,361,1
3,2,1,7.8,0,28,784,1
3,0,0,4.333333333,0,45,2025,0
3,0,0,NA,1,37,1369,1
3,3,1,34,1,43,1849,1
3,4,1,21.66666667,1,44,1936,1
3,4,1,NA,0,48,2304,1
3,2,1,6.4,1,28,784,1
3,4,1,20,1,63,3969,1
3,2,1,20,1,40,1600,1
3,0,0,8.666666667,0,43,1849,1
3,0,0,4.333333333,0,44,1936,1
3,1,1,2.5,0,54,2916,0
3,0,0,8.666666667,0,33,1089,0
3,1,1,0,0,33,1089,1
3,2,1,5.2,0,35,1225,1
3,0,0,0,0,59,3481,0
3,0,0,0,0,63,3969,0
5,2,1,NA,0,42,1764,1
5,5,1,NA,1,50,2500,1
5,1,1,0,1,80,6400,1
5,0,0,NA,1,34,1156,1
5,2,1,20,1,31,961,1
5,2,1,NA,1,34,1156,1
5,4,1,0,0,56,3136,1
5,2,1,12,0,32,1024,1
5,0,0,0,0,26,676,1
5,2,1,0,0,27,729,1
5,3,1,25,1,37,1369,1
5,1,1,8.666666667,1,30,900,1
5,2,1,7,1,43,1849,1
5,12,1,20,1,39,1521,1
5,0,0,8,0,27,729,1
5,12,1,40,1,35,1225,1
5,1,1,6.716666667,0,21,441,1
5,0,0,NA,1,48,2304,1
5,0,0,0,1,25,625,1
5,0,0,16,1,34,1156,1
5,0,0,0,0,70,4900,1
5,0,0,0,0,64,4096,1
5,5,1,7.8,0,24,576,1
5,0,0,6.933333333,0,45,2025,1
5,2,1,10,1,25,625,1
5,0,0,0,0,48,2304,1
5,2,1,16,0,46,2116,1
5,0,0,0,0,32,1024,1
5,1,1,NA,0,31,961,1
5,0,0,0,0,62,3844,0
5,0,0,3.9,0,34,1156,1
5,2,1,4.55,0,29,841,1
5,1,1,12,0,62,3844,1
5,1,1,9,0,31,961,1
5,0,0,NA,1,39,1521,1
5,0,0,0,1,69,4761,1
5,1,1,7,1,50,2500,1
5,4,1,3,1,59,3481,1
5,1,1,NA,0,40,1600,1
5,0,0,0,0,43,1849,1
5,0,0,4.333333333,0,34,1156,1
5,0,0,6,0,27,729,1
5,2,1,10,0,39,1521,1
5,0,0,0,0,64,4096,1
5,20,1,30,1,27,729,1
5,0,0,4,0,48,2304,1
5,1,1,0,1,28,784,1
5,0,0,6.5,0,37,1369,1
5,5,1,13,1,26,676,1
5,0,0,0,0,50,2500,1
5,2,1,12,1,25,625,1
5,0,0,3.416,0,55,3025,1
5,0,0,0,0,40,1600,0
5,0,0,12,1,38,1444,1
5,0,0,14,1,29,841,1
5,0,0,7,0,26,676,1
5,1,1,8,1,48,2304,1
5,0,0,40,1,49,2401,1
5,3,1,3,0,20,400,0
5,1,1,5,0,25,625,0
5,1,1,0,0,69,4761,1
5,5,1,15,1,45,2025,1
5,0,0,3.033333333,0,18,324,0
5,2,1,4.55,0,39,1521,1
5,0,0,2.6,0,24,576,1
5,10,1,5,0,22,484,1
5,0,0,0,0,18,324,1
5,1,1,NA,0,60,3600,1
5,0,0,0,0,73,5329,0
5,10,1,0,0,67,4489,1
5,5,1,5,1,25,625,1
5,1,1,0,0,18,324,1
5,10,1,3.466666667,0,49,2401,1
5,3,1,NA,1,39,1521,1
5,0,0,0,0,49,2401,1
5,0,0,13,0,40,1600,1
5,0,0,NA,1,61,3721,1
5,1,1,14,1,37,1369,1
5,3,1,6,0,64,4096,1
5,2,1,0,0,49,2401,1
5,0,0,2,0,58,3364,0
5,3,1,0,1,68,4624,1
5,3,1,20,1,30,900,1
5,3,1,16,1,28,784,1
5,0,0,0,0,25,625,1
5,0,0,6.933333333,0,46,2116,1
5,1,1,0,0,52,2704,0
5,2,1,13,0,46,2116,1
5,0,0,10.83333333,0,56,3136,0
5,1,1,3.6,0,21,441,1
5,1,1,6.5,0,25,625,1
5,3,1,24,1,41,1681,1
5,0,0,19,1,34,1156,1
5,1,1,10.83333333,0,31,961,1
5,2,1,7,0,25,625,1
5,1,1,10.83333333,0,19,361,0
3,0,0,0,1,66,4356,1
3,0,0,0,1,65,4225,1
3,0,0,8.666666667,0,57,3249,1
3,15,1,0,1,19,361,1
3,1,1,6.5,0,25,625,1
3,2,1,10,1,45,2025,1
3,0,0,5.2,0,52,2704,1
3,0,0,4,0,32,1024,1
3,0,0,4.333333333,0,41,1681,1
3,1,1,5.2,0,55,3025,1
3,2,1,8,1,65,4225,1
3,6,1,10,1,45,2025,1
3,2,1,17.33333333,1,30,900,1
3,1,1,5.2,1,37,1369,0
3,0,0,6.066666667,0,29,841,1
3,0,0,5.2,0,62,3844,0
